,Y,T,S
0,1.326970596693575,1.0,1.4546649188161296
1,0.7855142294670184,0.0,-1.4976097625495977
2,-1.5249042834776185,0.0,-1.186741841787009
3,-0.26347948658617903,0.0,0.6307064030425642
4,0.3505446073110565,1.0,1.0321682526722702
5,0.703915707950841,0.0,1.336640877493939
6,0.4356410725878318,1.0,-0.033212071988235614
7,0.6217445766375409,0.0,-0.5471619325452812
8,0.7748822576280671,0.0,1.4428815355063127
9,0.11467530588699598,0.0,0.321734370331888
10,0.24439226170576908,1.0,-0.3999414743366314
11,1.310981386171002,0.0,-0.23549608711124514
12,-1.7825359992026018,0.0,-1.648747857135036
13,1.011471560721567,1.0,0.5579641234347539
14,0.25259633732552433,1.0,-0.2995198443270344
15,-0.28458828365358446,1.0,2.6019437180251668
16,0.17567491251527856,1.0,0.34152876263029
17,1.2064727177511536,1.0,1.4895508147293186
18,1.0628804257430309,1.0,-1.5493416289223556
19,-0.3908936883626546,0.0,-0.7411044428986389
20,-1.8136447272663645,0.0,-2.003481355958992
21,-0.521685486791329,1.0,0.5219438344886747
22,-0.14071655047065187,0.0,0.7670886639481362
23,-0.19898614175093907,0.0,0.33531741815292865
24,-0.18343571244253978,1.0,-0.5200165799163394
25,-0.5070767363185267,1.0,-1.0237103625385198
26,0.8539475477951567,1.0,1.4445421054298824
27,-2.0021460391514077,1.0,-1.5870740671473758
28,0.3031482180960559,0.0,-0.9977575096150239
29,0.008344542531408034,0.0,-0.09206589676705577
30,-0.12369489920462587,0.0,-0.030069331695222308
31,-0.7926430074795177,1.0,1.0463594707863386
32,0.5756676459584511,0.0,-1.702622087818356
33,0.6161929946862754,1.0,-0.3240573000546223
34,0.7437712320202348,0.0,-1.266861912449318
35,0.3371268394856919,0.0,0.17263350408949973
36,-1.8278010102020228,1.0,0.004255076267529967
37,0.5073606623238731,1.0,2.101980415810921
38,-0.5575863100313257,0.0,-0.9905964661025495
39,0.2820602745443991,0.0,1.778541571965036
40,0.15350200371614398,0.0,0.07448190120600383
41,-1.8605711333147223,1.0,0.041121705090845506
42,-0.572725988664115,1.0,-0.18802476764819237
43,0.6967379005828732,1.0,1.8017658382233954
44,-0.22983675984568044,1.0,0.5069800278131
45,1.845697996902767,0.0,2.3808522786449333
46,0.01159282028790691,1.0,1.0691924667050623
47,0.45232941898309037,0.0,0.39287751231819523
48,0.5745551016446895,1.0,1.2352019149054292
49,1.0346492210890639,0.0,0.4935962104702115
50,0.4399672253759699,1.0,0.0089327745312614
51,0.3326435193813264,1.0,-0.19050323352166354
52,0.4175215461128647,0.0,-0.017991888997069078
53,-1.8318810083059305,1.0,0.3940580136193117
54,-1.053734029023001,1.0,0.05948848224500465
55,0.6927336162744261,0.0,1.413955361153529
56,1.6305823926057992,0.0,1.144385232231027
57,0.5259653174297032,1.0,2.345877348234076
58,-1.420293511913279,0.0,-0.5980720593201189
59,1.4003609655120588,1.0,0.8497735920206524
60,-1.1100998845769647,1.0,-0.4925730131367937
61,0.23770800340108575,1.0,0.8593388365381389
62,-0.17940296183673718,0.0,-0.20772337749513375
63,-0.1134671334120892,0.0,-0.2236796343807675
64,-0.2962471140083427,1.0,-1.5503411571153594
65,-1.2067102184322382,0.0,-2.0676590618303763
66,-0.48283592490413085,1.0,1.3465154923782425
67,-0.04300848432310566,0.0,0.5240893668070855
68,-0.5878741689267267,0.0,-0.6646193638532354
69,-0.9589995345626458,1.0,-0.17368313181795264
70,-0.43097269135847965,0.0,-1.043517190505657
71,0.04539174675967732,0.0,1.140458101795234
72,-0.3842115141753612,0.0,0.7750979830407135
73,1.2013517781205834,0.0,1.3744795193562465
74,1.4486219992424965,1.0,1.9313268314199767
75,-0.6876269743244057,0.0,-0.7919113863837628
76,-1.5737084303828157,1.0,-0.8002640308703186
77,0.09654918892885445,0.0,0.886329525377707
78,-0.23579062729264666,0.0,0.2974045170221057
79,0.7679178828749466,1.0,0.31033537370314335
80,1.0460005199520634,1.0,1.8530122440665253
81,-0.8603117814986002,1.0,-1.8171531275951867
82,0.32019745743835987,1.0,1.445219126362161
83,-3.3989624615189733,1.0,-0.4098945241450511
84,-0.9668383331466037,0.0,0.05495880186237401
85,-0.14638622293121173,1.0,0.22022509293701908
86,-1.2693540423283094,0.0,-1.1743363461094367
87,-0.9179490268348621,1.0,-1.8313237744047408
88,-2.175182298271879,0.0,-1.9791238130825666
89,-1.726218618239789,1.0,-0.9982511794923831
90,-0.11221081969266049,0.0,-0.7114002474989876
91,-0.33478957750070887,0.0,0.759580795533847
92,0.028749201503923544,1.0,0.9927050846521301
93,-0.970296627828494,1.0,0.9645649433176076
94,1.3113709690267716,0.0,-0.12699905114387988
95,-0.4782169280244757,1.0,-0.7253275420866715
96,0.6449447494396942,0.0,-0.011423659816061416
97,0.4643882098362991,0.0,-0.32065136959114715
98,1.0607703431447868,1.0,0.753624136118058
99,-0.11164583842879673,0.0,0.6995413860177297
100,0.5951131162440381,1.0,1.252961115066098
101,-0.04265080164120691,1.0,-0.11550852894027036
102,1.133561600683598,1.0,1.113756449959139
103,1.1692811754187855,0.0,0.4123460435640338
104,-0.44071415285004256,1.0,1.7927791504936088
105,1.0968569555297203,1.0,0.4739440892033122
106,-1.0076753939610443,1.0,0.23098424304501716
107,0.5926288209839673,1.0,0.7434445894907049
108,0.6274828011114788,1.0,-0.18657396925934078
109,0.10232976999698164,0.0,0.37355664979673203
110,1.0886699833449713,1.0,0.4374177131946032
111,-0.48834712346846976,1.0,-0.6776352058369614
112,-0.08210664287916375,0.0,-0.4064175954535879
113,-0.7799972844178249,0.0,-0.8598058202199194
114,-0.6828603374764955,0.0,-0.3728358373650878
115,-0.9630906121013464,1.0,0.03493038769665953
116,-0.042997412472042,1.0,-0.1765508593434404
117,-0.9036155422683884,1.0,0.5150362455629731
118,-1.0084142066920312,0.0,-1.1265955613202439
119,-1.596274970910573,1.0,0.8069902071113455
120,-1.0973901119286298,1.0,-0.5810589492804956
121,-0.9952243907981577,0.0,-0.9907340207888204
122,0.18461315310500503,1.0,-0.8823118368354107
123,1.8768587145949156,0.0,0.5303704848799655
124,1.355673149810507,0.0,0.6561416509659482
125,0.9548152907333944,0.0,-0.47825169668028344
126,-0.12612120448687186,1.0,2.1493007538161466
127,-0.5105464232266013,0.0,-1.4978834271436248
128,-0.2646863220882268,0.0,-0.21568351358607513
129,0.9466845519579605,0.0,1.4240704512576472
130,-0.43623520704804053,0.0,-1.689693957645635
131,-1.5015740664242292,1.0,-0.013739313026687544
132,1.4720237363264357,0.0,2.163375568994961
133,-0.7340486981295625,0.0,-0.26776667800672727
134,0.09375559884534825,0.0,-0.6731813266520674
135,0.2675492740769281,1.0,0.009660172411158574
136,1.2162312203290784,0.0,-0.22064856824998924
137,0.9002045610094204,1.0,0.9000112147390991
138,-0.05801163900480115,0.0,-0.2601106191916755
139,1.2396951828822877,0.0,-0.6136372871558995
140,-0.5351904960953602,0.0,-0.3182796570801632
141,-0.873435961456562,0.0,-0.03228989328306808
142,-0.4884433458433939,1.0,0.40091450736134704
143,1.3901241235581243,0.0,-0.18274257630665092
144,-1.2216956263302663,1.0,-1.8563109944159277
145,0.30238819844028014,0.0,0.22141321883007462
146,-1.6205641120647813,0.0,0.33710111593000414
147,0.7744269203720138,1.0,-1.4333405503337329
148,-0.5663123033890896,1.0,0.7170703281970714
149,0.752310058186763,0.0,0.3806099931884579
150,-0.8221150073261024,1.0,0.24788222967198112
151,1.2864320064286645,1.0,1.3430274385118004
152,-0.3840594471912748,0.0,-0.16756148809203258
153,-0.2708134752337804,0.0,-1.126471122086699
