,Y,T,X1,X2,X3
0,-2.4584718685809586,0.0,0.13605629590052265,-0.718579375698308,-0.142328535682951
1,2.6887502850294367,0.0,-0.2785466747875973,0.7387034817543932,-0.43819655516999156
2,-0.15261102021385753,1.0,0.503769135296914,-0.335221743566289,-0.23831046444022302
3,9.109305599720871,0.0,0.8353431638308287,1.2187965914065453,0.09930019923441691
4,4.177968671895987,1.0,-0.024311358275446754,0.7704745231805978,-0.5689148671613354
5,1.8555308867186953,1.0,0.43618793112995446,-0.17646307554337803,-0.8949006585968136
6,2.884847052736385,0.0,-0.15859285485539903,0.43041518751156504,-0.5622715880934022
7,7.916792630559403,1.0,-0.10195354268420298,1.5005445530023773,1.4657740103597563
8,1.4409066633118743,0.0,-0.031193193910852512,0.31673341492420193,0.09693906984247469
9,-0.4926890420253565,0.0,-0.13155760362449068,-0.0032890828062416,0.5825535776201679
10,-3.599574294681547,0.0,0.23017753317094897,-0.5614925266527693,-0.6570660844449911
11,1.5504298738364757,0.0,-0.5450190531012709,0.7826078432131233,-0.18760316501957308
12,-6.1805890812052535,1.0,-0.23772778138390252,-1.9265813310970261,-0.7004362055413924
13,-3.2976717538813944,0.0,-0.5903024106839316,-0.4055875154503008,-0.34747927991198757
14,9.421129130182909,1.0,1.0745744103921364,1.747596354893481,1.363940137410705
15,6.044578186467075,1.0,1.2570847796793545,0.5626712679725231,0.8320811370175885
16,-1.942220656447553,1.0,0.006223077162222396,-1.0248787325978967,-1.5051060917874746
17,4.452497656685437,1.0,1.018532023650883,0.30608247418127116,0.02430822706607294
18,-3.2300199918443946,0.0,-1.015036093486606,-0.5491181672909452,-0.5918822479800208
19,-2.169919916378184,1.0,0.45684623640362776,-1.0417566571102612,-0.11099014000297949
20,1.2877750906623602,0.0,-0.4029699493650335,0.44182622163082896,-0.40115310567944845
21,-11.396529036308904,0.0,-0.6768498526398645,-2.1696674681080834,-0.9453857001916568
22,2.615326828462383,0.0,0.746278686613477,0.3454669976553267,-0.16312960649509267
23,-3.024155257280436,0.0,-0.07601972908149351,-0.8179802673138794,-0.356552000676467
24,-2.242865712854663,0.0,-1.1242832373636562,-0.10546816859952213,-0.45789600574183126
25,2.3108519431243817,1.0,-0.8409437317981849,0.2918942164110496,-0.4973100800087754
26,9.17541234545661,1.0,0.4062212090380641,1.1156652292872078,0.1112677533569825
27,-7.373988493764099,0.0,-1.1612135538288337,-1.5127019020648715,-0.22252680368235633
28,-4.00350771636328,1.0,-0.07586025976803004,-1.5074698056171454,-0.5469652026756293
29,10.896978896974932,0.0,1.8297104275565177,1.554440657334301,1.9243514051616297
30,9.687840192143966,0.0,0.19066532267767095,2.1106208505609994,1.3445002804707682
31,8.934451401809994,1.0,0.7178907750272199,1.1998646760964677,1.9440339066696668
32,2.392073446873291,1.0,0.1462646297433173,0.2055172232111186,0.5356368635161548
33,0.7661078100615923,1.0,-0.4582926369725707,0.2673866374134485,0.95277986617311
34,6.340518452836249,0.0,1.179699928953679,0.8448946774784452,0.49560375156545844
35,-15.261356481107345,1.0,-0.38888816799555764,-3.5194795099251666,-0.9041151404333392
36,-7.592312708960273,1.0,-0.8757241697183242,-1.697796775866605,-0.9941502431256829
37,6.654538368897638,1.0,-0.6180402481100902,0.800720332614653,0.17971224872461392
38,8.384922232949023,1.0,-0.7809210424648569,1.461818047693956,0.5803436094702171
39,1.7286915077769927,0.0,0.32455894540160163,-0.07942815780251644,0.07948290043361261
40,5.51114608368995,0.0,-0.1453613419835734,0.802419961704252,0.18707981031369245
41,-5.592217998319089,0.0,-0.8548683813186111,-0.593226387297431,-0.19974685439196893
42,3.189451031968752,1.0,0.42847315702044697,-0.013672362462884058,-0.07059663227834514
43,7.065945689676129,1.0,0.41352571656039017,0.742950385417383,0.5681082356346994
44,5.821865980912962,1.0,1.4169712946806985,0.1790138496256137,0.5210383722555829
45,4.421795054145667,1.0,0.0999854097079398,0.5449303991608305,0.44134203764253804
46,0.4773641591384681,0.0,1.4829213798841405,-0.6413689297599339,0.46396391208078647
47,1.7486224843898177,1.0,0.39817344958916934,-0.47437296215762703,-0.7367936478047563
48,-11.313580532035772,1.0,-1.207181135517462,-2.732224212767764,-1.760859253049087
49,-11.791191059230867,0.0,-0.28060249323855524,-2.306303965023618,-0.2067823042471926
50,1.528648962120693,1.0,0.1564129880731615,-0.3457913478248257,1.0366500339621747
51,2.748910620691638,1.0,-0.5970717306512482,0.5581457574166757,-1.1168751444434197
52,-4.844498825427299,0.0,-0.51050298238839,-1.0114487019333211,-0.114659674451353
53,9.107676684384149,1.0,0.7491433234944518,1.5548417913346517,1.132098236919058
54,1.2574633533140527,1.0,-0.49093270212252726,-0.07703178089007648,-0.7819651344815022
55,5.020406476917073,0.0,0.25711647383469866,1.104146155129874,0.37437741769850735
56,6.48678468694726,1.0,-0.48118446635299544,1.3932574936408577,-0.45940152562678144
57,2.2543544245163374,0.0,0.4650543777452304,-0.2648635825633664,-0.9236669375953385
58,-5.021469415840117,0.0,-0.04249446051278927,-1.0465738691120174,-1.7175178519243626
59,-0.09154142979196855,0.0,0.7387550990301944,0.07838493335171826,0.659296611876095
60,-12.385325248804953,0.0,-0.6691100164373185,-2.1818064190106448,-0.5859154044268796
61,-0.8602649463145777,1.0,-0.7207557603103019,-0.24182388290330592,-0.4994660371554892
62,-8.30363034970734,0.0,-0.3131864209487981,-1.7475737757817518,-1.2496397616410395
63,-10.549646777339996,1.0,-1.8212574619342123,-2.22182034106679,-0.14705846894382657
64,-4.203036483338581,1.0,-0.5128603920262027,-0.9019018251581443,0.547732441982466
65,3.356200803810216,0.0,0.21505036995456916,1.0000179670255416,1.5515839188654703
66,-2.199267539711167,1.0,0.18015158691165778,-1.1614665402383604,-0.17923627463720385
67,0.8547088288244775,1.0,-1.8544519457496178,0.2141120390866622,0.45790062171894763
68,2.8064907901903164,0.0,0.20286495819905562,0.38851511377642733,-0.25206150225950236
69,-10.804933670646038,0.0,-0.6926968462780951,-2.001797178543016,-1.5343853278740305
70,-1.6009100386327622,0.0,-0.40627520297288683,-0.5990322886388374,-1.1698663616745366
71,4.116991085607653,1.0,0.010940121769347888,0.44442062745135014,-0.6380165504985769
72,-3.100715766950848,0.0,0.48001269118665246,-0.4182720325249502,-0.9427339797765444
73,5.519150210267772,1.0,0.36631657312593136,0.6995485068998818,-0.33838229421666954
74,4.908027928713106,0.0,-0.33839746215701705,1.3026587261871807,-0.06051457177454944
75,5.121017532235945,1.0,0.3227271167324835,0.4718536814177533,0.5712968520545592
76,7.280919925663613,1.0,-0.24656721821019284,1.0128022021117085,0.28789727649917496
77,6.7754866164037,1.0,0.04622609136515901,0.6674786490209139,0.6598294114883665
78,6.9100907340542985,0.0,0.8707486116641587,1.0393641024980842,-0.4856974545849416
79,-2.0367161166725505,1.0,0.02848955220706595,-1.1353342379725135,-0.0951301475996803
